web_scraper_order,web_scraper_start_url,pagination,book link,title,rating,price,stock,category,UPC,rating_word,rating_num,cluster,Genre,Genre_label
1771420622-815,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-10.html,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,Large Print Heart of the Pride,star-rating Two,19.15,In stock (15 available),Default,c1afd71fc86bf682,Two,2,2,Cluster_2,2
1771420624-816,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-10.html,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,Library of Souls (Miss Peregrine s Peculiar Children #3),star-rating Five,48.56,In stock (15 available),Young Adult,ba54932df84e8cea,Five,5,3,Cluster_3,3
1771420626-817,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-10.html,https://books.toscrape.com/catalogue/little-red_817/index.html,Little Red,star-rating Three,13.47,In stock (15 available),Childrens,4aa03792b50f0b22,Three,3,1,Cluster_1,1
1771420629-818,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-10.html,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,Louisa: The Extraordinary Life of Mrs. Adams,star-rating Two,16.85,In stock (15 available),Biography,d69dd8dac66f9f84,Two,2,2,Cluster_2,2
1771420631-819,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-10.html,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,Miss Peregrine s Home for Peculiar Children (Miss Peregrine s Peculiar Children #1),star-rating One,10.76,In stock (15 available),Default,af96613fdd793a3c,One,1,2,Cluster_2,2
1771420633-820,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-10.html,https://books.toscrape.com/catalogue/modern-romance_820/index.html,Modern Romance,star-rating Five,28.26,In stock (15 available),Add a comment,caf4fe9311f1dc59,Five,5,1,Cluster_1,1
1771420635-821,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html,Mrs. Houdini,star-rating Five,30.25,In stock (15 available),Historical Fiction,a40723994f715420,Five,5,1,Cluster_1,1
1771420637-822,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,Night Sky with Exit Wounds,star-rating One,41.05,In stock (15 available),Poetry,cfeb1e1e0e695b58,One,1,0,Cluster_0,0
1771420640-823,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html,"Nightingale, Sing",star-rating One,38.28,In stock (15 available),Young Adult,50b8f80311b31ede,One,1,0,Cluster_0,0
1771420642-824,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html,Poems That Make Grown Women Cry,star-rating Four,14.19,In stock (15 available),Poetry,31001a1210623bd4,Four,4,1,Cluster_1,1
1771420644-825,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,star-rating One,41.06,In stock (15 available),Default,d9c643fa1fc57bdb,One,1,0,Cluster_0,0
1771420646-826,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/redeeming-love_826/index.html,Redeeming Love,star-rating Five,20.47,In stock (15 available),Christian Fiction,b53db2271c9624f7,Five,5,1,Cluster_1,1
1771420649-827,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,Romero and Juliet: A Tragic Tale of Love and Zombies,star-rating One,36.94,In stock (15 available),Default,e656e280bc8edd56,One,1,0,Cluster_0,0
1771420651-828,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html,Scarlett Epstein Hates It Here,star-rating Five,43.55,In stock (15 available),Young Adult,1c929cfd16b71907,Five,5,3,Cluster_3,3
1771420653-829,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,Secrets and Lace (Fatal Hearts #1),star-rating One,20.27,In stock (15 available),Default,ad04ad9fc179fc5d,One,1,2,Cluster_2,2
1771420655-830,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,"Shobu Samurai, Project Aryoku (#3)",star-rating Three,29.06,In stock (15 available),Add a comment,0c27e6c3744fc14b,Three,3,1,Cluster_1,1
1771420658-831,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,Shoe Dog: A Memoir by the Creator of NIKE,star-rating Two,23.99,In stock (15 available),Business,0e0dcc3339602b28,Two,2,2,Cluster_2,2
1771420660-832,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,So You've Been Publicly Shamed,star-rating Two,12.23,In stock (15 available),Nonfiction,1b33663ad7b95fd8,Two,2,2,Cluster_2,2
1771420662-833,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,Soft Apocalypse,star-rating Two,26.12,In stock (15 available),Science Fiction,2a70769cdc6eb8b8,Two,2,2,Cluster_2,2
1771420664-834,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,Something More Than This,star-rating Four,16.24,In stock (15 available),Romance,ca71e72655bece85,Four,4,1,Cluster_1,1
1771420666-835,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,Suddenly in Love (Lake Haven #1),star-rating Two,55.99,In stock (15 available),Romance,203b7f94b7d6115f,Two,2,0,Cluster_0,0
1771420668-836,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,star-rating Three,27.55,In stock (15 available),Business,56e4f9eab2e8e674,Three,3,1,Cluster_1,1
1771420671-837,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/the-argonauts_837/index.html,The Argonauts,star-rating Two,10.93,In stock (15 available),Autobiography,c99761a700ade23f,Two,2,2,Cluster_2,2
1771420673-838,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,The Art of War,star-rating Five,33.34,In stock (15 available),Default,e7469e22b5bfb3e7,Five,5,1,Cluster_1,1
1771420675-839,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,The Artist's Way: A Spiritual Path to Higher Creativity,star-rating Five,38.49,In stock (15 available),Nonfiction,dd047728de72ad62,Five,5,3,Cluster_3,3
1771420677-840,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-9.html,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,star-rating Three,32.0,In stock (15 available),Default,efc3768127714ec3,Three,3,1,Cluster_1,1
1771420679-841,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,star-rating One,41.25,In stock (15 available),Food and Drink,96a38e7c813d8f1d,One,1,0,Cluster_0,0
1771420682-842,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,The Emerald Mystery,star-rating Two,23.15,In stock (15 available),Default,d6670dfe3e7b42bd,Two,2,2,Cluster_2,2
1771420684-843,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,The Genius of Birds,star-rating One,17.24,In stock (15 available),Nonfiction,42d0d7c92b75fc1c,One,1,2,Cluster_2,2
1771420686-844,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,The Girl on the Train,star-rating Two,55.02,In stock (15 available),Default,e956d67c9bcc5809,Two,2,0,Cluster_0,0
1771420688-845,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html,The Glittering Court (The Glittering Court #1),star-rating One,44.28,In stock (15 available),Fantasy,2dbb7ec08cdd7f3c,One,1,0,Cluster_0,0
1771420690-846,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,The House by the Lake,star-rating One,36.95,In stock (15 available),Historical Fiction,9287e238d7c3b06e,One,1,0,Cluster_0,0
1771420693-847,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html,The Kite Runner,star-rating Four,41.82,In stock (15 available),Default,eac1a180047ad54e,Four,4,3,Cluster_3,3
1771420695-848,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,The Long Shadow of Small Ghosts: Murder and Memory in an American City,star-rating One,10.97,In stock (15 available),Crime,abeafe151a587d3b,One,1,2,Cluster_2,2
1771420697-849,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,star-rating Two,37.6,In stock (15 available),Food and Drink,e28e330cbdf01126,Two,2,0,Cluster_0,0
1771420699-850,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html,The Matchmaker's Playbook (Wingmen Inc. #1),star-rating One,55.85,In stock (15 available),New Adult,08db62f24627e71f,One,1,0,Cluster_0,0
1771420701-851,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html,The Mistake (Off-Campus #2),star-rating Three,43.29,In stock (15 available),New Adult,99ff4cc6491e8f5c,Three,3,3,Cluster_3,3
1771420703-852,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,The Murder of Roger Ackroyd (Hercule Poirot #4),star-rating Four,44.1,In stock (15 available),Mystery,c7b5183f4d1d4efe,Four,4,3,Cluster_3,3
1771420706-853,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,star-rating Five,37.34,In stock (15 available),Food and Drink,e4c7f3487d17fd42,Five,5,3,Cluster_3,3
1771420708-854,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,The Omnivore's Dilemma: A Natural History of Four Meals,star-rating Two,38.21,In stock (15 available),Nonfiction,209adad1015af86f,Two,2,0,Cluster_0,0
1771420710-855,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,The Power of Now: A Guide to Spiritual Enlightenment,star-rating Two,43.54,In stock (15 available),Nonfiction,8ec14b1576cb7cb5,Two,2,0,Cluster_0,0
1771420712-856,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-project_856/index.html,The Project,star-rating One,10.65,In stock (15 available),Science Fiction,790ef197c8f236f5,One,1,2,Cluster_2,2
1771420714-857,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,The Psychopath Test: A Journey Through the Madness Industry,star-rating Two,36.0,In stock (15 available),Default,e98a4efa85070c2f,Two,2,0,Cluster_0,0
1771420717-858,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,The Regional Office Is Under Attack!,star-rating Five,51.36,In stock (15 available),Fiction,0651062381f0636a,Five,5,3,Cluster_3,3
1771420719-859,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,The Secret (The Secret #1),star-rating Four,27.37,In stock (15 available),Default,961f18db4f138211,Four,4,1,Cluster_1,1
1771420721-860,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-8.html,https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,The Shadow Hero (The Shadow Hero),star-rating One,33.14,In stock (15 available),Sequential Art,d6361d16212664ed,One,1,2,Cluster_2,2
1771420723-861,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/the-stranger_861/index.html,The Stranger,star-rating Four,17.44,In stock (15 available),Philosophy,f5a92cff83897d48,Four,4,1,Cluster_1,1
1771420725-862,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,The Third Wave: An Entrepreneur s Vision of the Future,star-rating Five,12.61,In stock (15 available),Business,3bebf34ee9330cbd,Five,5,1,Cluster_1,1
1771420727-863,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,The Vacationers,star-rating Four,42.15,In stock (15 available),Fiction,fd3a622648667296,Four,4,3,Cluster_3,3
1771420730-864,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,The Wedding Dress,star-rating One,24.12,In stock (15 available),Romance,623e1a180426039b,One,1,2,Cluster_2,2
1771420732-865,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,The White Cat and the Monk: A Retelling of the Poem  Pangur B?n ,star-rating Four,58.08,In stock (15 available),Childrens,37c0cb19713d8dda,Four,4,3,Cluster_3,3
1771420734-866,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,Thirteen Reasons Why,star-rating One,52.72,In stock (15 available),Default,bc2a85fd35fdc7bd,One,1,0,Cluster_0,0
1771420736-867,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,star-rating One,59.64,In stock (15 available),History,de3f25248ba0789f,One,1,0,Cluster_0,0
1771420738-868,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,Throne of Glass (Throne of Glass #1),star-rating Three,35.07,In stock (15 available),Fantasy,590a9cccf7db9f7d,Three,3,3,Cluster_3,3
1771420741-869,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,Tracing Numbers on a Train,star-rating Three,41.6,In stock (15 available),Default,d7d6d50c1e3d0b81,Three,3,3,Cluster_3,3
1771420743-870,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,Tuesday Nights in 1980,star-rating Two,21.04,In stock (15 available),Fiction,b8736690cf263a3c,Two,2,2,Cluster_2,2
1771420745-871,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",star-rating Four,43.3,In stock (15 available),Science Fiction,9270575728a13a61,Four,4,3,Cluster_3,3
1771420747-872,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,You Are What You Love: The Spiritual Power of Habit,star-rating Four,21.87,In stock (15 available),Religion,796c87ddbbaaf8c5,Four,4,1,Cluster_1,1
1771420749-873,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,(Un)Qualified: How God Uses Broken People to Do Big Things,star-rating Five,54.0,In stock (16 available),Christian,e4ac92d89b946781,Five,5,3,Cluster_3,3
1771420752-874,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,A Court of Thorns and Roses (A Court of Thorns and Roses #1),star-rating One,52.37,In stock (16 available),Fantasy,01d2001ac1e6f8a3,One,1,0,Cluster_0,0
1771420754-875,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,A Fierce and Subtle Poison,star-rating Four,28.13,In stock (16 available),Young Adult,842790dfaa937484,Four,4,1,Cluster_1,1
1771420756-876,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,A Flight of Arrows (The Pathfinders #2),star-rating Five,55.53,In stock (16 available),Historical Fiction,3a6fb983e2554023,Five,5,3,Cluster_3,3
1771420758-877,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,A Murder in Time,star-rating One,16.64,In stock (16 available),Mystery,f733e8c19d40ec2e,One,1,2,Cluster_2,2
1771420760-878,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",star-rating Five,56.76,In stock (16 available),Default,8a380641491d43ed,Five,5,3,Cluster_3,3
1771420762-879,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,A World of Flavor: Your Gluten Free Passport,star-rating One,42.95,In stock (16 available),Default,70ed59f194b3c556,One,1,0,Cluster_0,0
1771420765-880,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-7.html,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,Algorithms to Live By: The Computer Science of Human Decisions,star-rating One,30.81,In stock (16 available),Nonfiction,38d45839cb1c83c1,One,1,2,Cluster_2,2
1771420767-881,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",star-rating Two,28.09,In stock (16 available),Fantasy,6d5300b2d8f37e07,Two,2,2,Cluster_2,2
1771420769-882,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",star-rating Two,37.92,In stock (16 available),Sequential Art,bdf415fd484ea8a7,Two,2,0,Cluster_0,0
1771420771-883,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/bossypants_883/index.html,Bossypants,star-rating Two,49.46,In stock (16 available),Default,74baabfc8fd84b38,Two,2,0,Cluster_0,0
1771420773-884,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/burning_884/index.html,Burning,star-rating Three,28.81,In stock (16 available),Young Adult,5ceb951f629700a2,Three,3,1,Cluster_1,1
1771420776-885,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,star-rating Five,29.14,In stock (16 available),Nonfiction,bee3672891cca906,Five,5,1,Cluster_1,1
1771420778-886,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/camp-midnight_886/index.html,Camp Midnight,star-rating Four,17.08,In stock (16 available),Sequential Art,7b599c8bfcdd8d30,Four,4,1,Cluster_1,1
1771420780-887,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,"Codename Baboushka, Volume 1: The Conclave of Death",star-rating Four,36.72,In stock (16 available),Sequential Art,8754c83ab2a7ae71,Four,4,3,Cluster_3,3
1771420782-888,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,Crown of Midnight (Throne of Glass #2),star-rating Three,43.29,In stock (16 available),Fantasy,7267864328ae8b9d,Three,3,3,Cluster_3,3
1771420784-889,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,Danganronpa Volume 1,star-rating Four,51.99,In stock (16 available),Sequential Art,09b6cc87e62c2c58,Four,4,3,Cluster_3,3
1771420787-890,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",star-rating Two,37.97,In stock (16 available),Religion,fce19f9b4a943f22,Two,2,0,Cluster_0,0
1771420789-891,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,star-rating Two,54.35,In stock (16 available),Nonfiction,311c0dd0e354a33e,Two,2,0,Cluster_0,0
1771420791-892,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,Fifty Shades Darker (Fifty Shades #2),star-rating One,21.96,In stock (16 available),Romance,7add3f8e49ec0826,One,1,2,Cluster_2,2
1771420793-893,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-6.html,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,First and First (Five Boroughs #3),star-rating Four,15.97,In stock (16 available),Romance,9e28048cea8d41f7,Four,4,1,Cluster_1,1
